7366,10/11/2021,2
7366,11/11/2021,2
7366,12/11/2021,2
7366,13/11/2021,2
7366,14/11/2021,2
7366,15/11/2021,2
7366,16/11/2021,2
7366,17/11/2021,2
7366,18/11/2021,2
7366,19/11/2021,2
7366,20/11/2021,2
7366,21/11/2021,2
7366,22/11/2021,2
7366,23/11/2021,2
7366,24/11/2021,2
7366,25/11/2021,2
7366,26/11/2021,2
7366,27/11/2021,2
7366,28/11/2021,2
7366,29/11/2021,2
7366,30/11/2021,2
7366,01/12/2021,2
7366,02/12/2021,2
7366,03/12/2021,2
7366,04/12/2021,2
7366,05/12/2021,2
7366,06/12/2021,2
7366,07/12/2021,2
7366,08/12/2021,2
7366,09/12/2021,2
7366,10/12/2021,2
7366,11/12/2021,2
7366,12/12/2021,2
7366,13/12/2021,2
7366,14/12/2021,2
7366,15/12/2021,2
7366,16/12/2021,2
7366,17/12/2021,2
7366,18/12/2021,2
7366,19/12/2021,2
7366,20/12/2021,2
7366,21/12/2021,2
7366,22/12/2021,2
7366,23/12/2021,2
7366,24/12/2021,2
7366,25/12/2021,2
7366,26/12/2021,2
7366,27/12/2021,2
7366,28/12/2021,2
7366,29/12/2021,2
7366,30/12/2021,2
7366,31/12/2021,2
7366,01/01/2022,2
7366,02/01/2022,2
7366,03/01/2022,2
7366,04/01/2022,2
7366,05/01/2022,2
7366,06/01/2022,2
7366,07/01/2022,2
7366,08/01/2022,2
7366,09/01/2022,2
7366,10/01/2022,2
7366,11/01/2022,2
7366,12/01/2022,2
7366,13/01/2022,2
7366,14/01/2022,2
7366,15/01/2022,2
7366,16/01/2022,2
7366,17/01/2022,2
7366,18/01/2022,2
7366,19/01/2022,2
7366,20/01/2022,2
7366,21/01/2022,2
7366,22/01/2022,2
7366,23/01/2022,2
7366,24/01/2022,2
7366,25/01/2022,2
7366,26/01/2022,2
7366,27/01/2022,2
7366,28/01/2022,2
7366,29/01/2022,2
7366,30/01/2022,2
7366,31/01/2022,2
7366,01/02/2022,2
7366,02/02/2022,2
7366,03/02/2022,2
7366,04/02/2022,2
7366,05/02/2022,2
7366,06/02/2022,2
7366,07/02/2022,2
7366,08/02/2022,2
7366,09/02/2022,2
7366,10/02/2022,2
7366,11/02/2022,2
7366,12/02/2022,2
7366,13/02/2022,2
7366,14/02/2022,2
7366,15/02/2022,2
7366,16/02/2022,2
7366,17/02/2022,2
7366,18/02/2022,2
7366,19/02/2022,2
7366,20/02/2022,2
7366,21/02/2022,2
7366,22/02/2022,2
7366,23/02/2022,2
7366,24/02/2022,2
7366,25/02/2022,2
7366,26/02/2022,2
7366,27/02/2022,2
7366,28/02/2022,2
7366,01/03/2022,2
7366,02/03/2022,2
7366,03/03/2022,2
7366,04/03/2022,2
7366,05/03/2022,2
7366,06/03/2022,2
7366,07/03/2022,2
7366,08/03/2022,2
7366,09/03/2022,2
7366,10/03/2022,2
7366,11/03/2022,2
7366,12/03/2022,2
7366,13/03/2022,2
7366,14/03/2022,2
7366,15/03/2022,2
7366,16/03/2022,2
7366,17/03/2022,2
7366,18/03/2022,2
7366,19/03/2022,2
7366,20/03/2022,2
7366,21/03/2022,2
7366,22/03/2022,2
7366,23/03/2022,2
7366,24/03/2022,2
7366,25/03/2022,2
7366,26/03/2022,2
7366,27/03/2022,2
7366,28/03/2022,2
7366,29/03/2022,2
7366,30/03/2022,2
7366,31/03/2022,2
7366,01/04/2022,2
7366,02/04/2022,2
7366,03/04/2022,2
7366,04/04/2022,2
7366,05/04/2022,2
7366,06/04/2022,2
7366,07/04/2022,2
7366,08/04/2022,2
7366,09/04/2022,2
7366,10/04/2022,2
7366,11/04/2022,2
7366,12/04/2022,2
7366,13/04/2022,2
7366,14/04/2022,2
7366,15/04/2022,2
7366,16/04/2022,2
7366,17/04/2022,2
7366,18/04/2022,2
7366,19/04/2022,2
7366,20/04/2022,2
7366,21/04/2022,2
7366,22/04/2022,2
7366,23/04/2022,2
7366,24/04/2022,2
7366,25/04/2022,2
7366,26/04/2022,2
7366,27/04/2022,2
7366,28/04/2022,2
7366,29/04/2022,2
7366,30/04/2022,2
7366,01/05/2022,2
7366,02/05/2022,2
7366,03/05/2022,2
7366,04/05/2022,2
7366,05/05/2022,2
7366,06/05/2022,2
7366,07/05/2022,2
7366,08/05/2022,2
7366,09/05/2022,2
7366,10/05/2022,2
7366,11/05/2022,2
7366,12/05/2022,2
9355,10/11/2021,3
9355,11/11/2021,3
9355,12/11/2021,3
9355,13/11/2021,3
9355,14/11/2021,3
9355,15/11/2021,3
9355,16/11/2021,3
9355,17/11/2021,3
9355,18/11/2021,3
9355,19/11/2021,3
9355,20/11/2021,3
9355,21/11/2021,3
9355,22/11/2021,3
9355,23/11/2021,3
9355,24/11/2021,3
9355,25/11/2021,3
9355,26/11/2021,3
9355,27/11/2021,3
9355,28/11/2021,3
9355,29/11/2021,3
9355,30/11/2021,3
9355,01/12/2021,3
9355,02/12/2021,3
9355,03/12/2021,3
9355,04/12/2021,3
9355,05/12/2021,3
9355,06/12/2021,3
9355,07/12/2021,3
9355,08/12/2021,3
9355,09/12/2021,3
9355,10/12/2021,3
9355,11/12/2021,3
9355,12/12/2021,3
9355,13/12/2021,3
9355,14/12/2021,3
9355,15/12/2021,3
9355,16/12/2021,3
9355,17/12/2021,3
9355,18/12/2021,3
9355,19/12/2021,3
9355,20/12/2021,3
9355,21/12/2021,3
9355,22/12/2021,3
9355,23/12/2021,3
9355,24/12/2021,3
9355,25/12/2021,3
9355,26/12/2021,3
9355,27/12/2021,3
9355,28/12/2021,3
9355,29/12/2021,3
9355,30/12/2021,3
9355,31/12/2021,3
9355,01/01/2022,3
9355,02/01/2022,3
9355,03/01/2022,3
9355,04/01/2022,3
9355,05/01/2022,3
9355,06/01/2022,3
9355,07/01/2022,3
9355,08/01/2022,3
9355,09/01/2022,3
9355,10/01/2022,3
9355,11/01/2022,3
9355,12/01/2022,3
9355,13/01/2022,3
9355,14/01/2022,3
9355,15/01/2022,3
9355,16/01/2022,3
9355,17/01/2022,3
9355,18/01/2022,3
9355,19/01/2022,3
9355,20/01/2022,3
9355,21/01/2022,3
9355,22/01/2022,3
9355,23/01/2022,3
9355,24/01/2022,3
9355,25/01/2022,3
9355,26/01/2022,3
9355,27/01/2022,3
9355,28/01/2022,3
9355,29/01/2022,3
9355,30/01/2022,3
9355,31/01/2022,3
9355,01/02/2022,3
9355,02/02/2022,3
9355,03/02/2022,3
9355,04/02/2022,3
9355,05/02/2022,3
9355,06/02/2022,3
9355,07/02/2022,3
9355,08/02/2022,3
9355,09/02/2022,3
9355,10/02/2022,3
9355,11/02/2022,3
9355,12/02/2022,3
9355,13/02/2022,3
9355,14/02/2022,3
9355,15/02/2022,3
9355,16/02/2022,3
9355,17/02/2022,3
9355,18/02/2022,3
9355,19/02/2022,3
9355,20/02/2022,3
9355,21/02/2022,3
9355,22/02/2022,3
9355,23/02/2022,3
9355,24/02/2022,3
9355,25/02/2022,3
9355,26/02/2022,3
9355,27/02/2022,3
9355,28/02/2022,3
9355,01/03/2022,3
9355,02/03/2022,3
9355,03/03/2022,3
9355,04/03/2022,3
9355,05/03/2022,3
9355,06/03/2022,3
9355,07/03/2022,3
9355,08/03/2022,3
9355,09/03/2022,3
9355,10/03/2022,3
9355,11/03/2022,3
9355,12/03/2022,3
9355,13/03/2022,3
9355,14/03/2022,3
9355,15/03/2022,3
9355,16/03/2022,3
9355,17/03/2022,3
9355,18/03/2022,3
9355,19/03/2022,3
9355,20/03/2022,3
9355,21/03/2022,3
9355,22/03/2022,3
9355,23/03/2022,3
9355,24/03/2022,3
9355,25/03/2022,3
9355,26/03/2022,3
9355,27/03/2022,3
9355,28/03/2022,3
9355,29/03/2022,3
9355,30/03/2022,3
9355,31/03/2022,3
9355,01/04/2022,3
9355,02/04/2022,3
9355,03/04/2022,3
9355,04/04/2022,3
9355,05/04/2022,3
9355,06/04/2022,3
9355,07/04/2022,3
9355,08/04/2022,3
9355,09/04/2022,3
9355,10/04/2022,3
9355,11/04/2022,3
9355,12/04/2022,3
9355,13/04/2022,3
9355,14/04/2022,3
9355,15/04/2022,3
9355,16/04/2022,3
9355,17/04/2022,3
9355,18/04/2022,3
9355,19/04/2022,3
9355,20/04/2022,3
9355,21/04/2022,3
9355,22/04/2022,3
9355,23/04/2022,3
9355,24/04/2022,3
9355,25/04/2022,3
9355,26/04/2022,3
9355,27/04/2022,3
9355,28/04/2022,3
9355,29/04/2022,3
9355,30/04/2022,3
9355,01/05/2022,3
9355,02/05/2022,3
9355,03/05/2022,3
9355,04/05/2022,3
9355,05/05/2022,3
9355,06/05/2022,3
9355,07/05/2022,3
9355,08/05/2022,3
9355,09/05/2022,3
9355,10/05/2022,3
9355,11/05/2022,3
9355,12/05/2022,3
9355,13/05/2022,3
9355,14/05/2022,3
9355,15/05/2022,3
9355,16/05/2022,3
9355,17/05/2022,3
9355,18/05/2022,3
9355,19/05/2022,3
9355,20/05/2022,3
9355,21/05/2022,3
9355,22/05/2022,3
9355,23/05/2022,3
9355,24/05/2022,3
9355,25/05/2022,3
9355,26/05/2022,3
9355,27/05/2022,3
9355,28/05/2022,3
9355,29/05/2022,3
9355,30/05/2022,3
9355,31/05/2022,3
9355,01/06/2022,3
9355,02/06/2022,3
9355,03/06/2022,3
9355,04/06/2022,3
9355,05/06/2022,3
9355,06/06/2022,3
9355,07/06/2022,3
9355,08/06/2022,3
9355,09/06/2022,3
9355,10/06/2022,3
9355,11/06/2022,3
9355,12/06/2022,3
9355,13/06/2022,3
9355,14/06/2022,3
9355,15/06/2022,3
4271,10/11/2021,3
4271,11/11/2021,3
4271,12/11/2021,3
4271,13/11/2021,3
4271,14/11/2021,3
4271,15/11/2021,3
4271,16/11/2021,3
4271,17/11/2021,3
4271,18/11/2021,3
4271,19/11/2021,3
4271,20/11/2021,3
4271,21/11/2021,3
4271,22/11/2021,3
4271,23/11/2021,3
4271,24/11/2021,3
4271,25/11/2021,3
4271,26/11/2021,3
4271,27/11/2021,3
4271,28/11/2021,3
4271,29/11/2021,3
4271,30/11/2021,3
4271,01/12/2021,3
4271,02/12/2021,3
4271,03/12/2021,3
4271,04/12/2021,3
4271,05/12/2021,3
4271,06/12/2021,3
4271,07/12/2021,3
4271,08/12/2021,3
4271,09/12/2021,3
4271,10/12/2021,3
4271,11/12/2021,3
4271,12/12/2021,3
4271,13/12/2021,3
4271,14/12/2021,3
4271,15/12/2021,3
4271,16/12/2021,3
4271,17/12/2021,3
4271,18/12/2021,3
4271,19/12/2021,3
4271,20/12/2021,3
4271,21/12/2021,3
4271,22/12/2021,3
4271,23/12/2021,3
4271,24/12/2021,3
4271,25/12/2021,3
4271,26/12/2021,3
4271,27/12/2021,3
4271,28/12/2021,3
4271,29/12/2021,3
4271,30/12/2021,3
4271,31/12/2021,3
4271,01/01/2022,3
4271,02/01/2022,3
4271,03/01/2022,3
4271,04/01/2022,3
4271,05/01/2022,3
4271,06/01/2022,3
4271,07/01/2022,3
4271,08/01/2022,3
4271,09/01/2022,3
4271,10/01/2022,3
4271,11/01/2022,3
4271,12/01/2022,3
4271,13/01/2022,3
4271,14/01/2022,3
4271,15/01/2022,3
4271,16/01/2022,3
4271,17/01/2022,3
4271,18/01/2022,3
4271,19/01/2022,3
4271,20/01/2022,3
4271,21/01/2022,3
4271,22/01/2022,3
4271,23/01/2022,3
4271,24/01/2022,3
4271,25/01/2022,3
4271,26/01/2022,3
4271,27/01/2022,3
4271,28/01/2022,3
4271,29/01/2022,3
4271,30/01/2022,3
4271,31/01/2022,3
4271,01/02/2022,3
4271,02/02/2022,3
4271,03/02/2022,3
4271,04/02/2022,3
4271,05/02/2022,3
4271,06/02/2022,3
4271,07/02/2022,3
4271,08/02/2022,3
4271,09/02/2022,3
4271,10/02/2022,3
4271,11/02/2022,3
4271,12/02/2022,3
4271,13/02/2022,3
4271,14/02/2022,3
4271,15/02/2022,3
4271,16/02/2022,3
4271,17/02/2022,3
4271,18/02/2022,3
4271,19/02/2022,3
4271,20/02/2022,3
4271,21/02/2022,3
4271,22/02/2022,3
4271,23/02/2022,3
4271,24/02/2022,3
4271,25/02/2022,3
4271,26/02/2022,3
4271,27/02/2022,3
4271,28/02/2022,3
4271,01/03/2022,3
4271,02/03/2022,3
4271,03/03/2022,3
4271,04/03/2022,3
4271,05/03/2022,3
4271,06/03/2022,3
4271,07/03/2022,3
4271,08/03/2022,3
4271,09/03/2022,3
4271,10/03/2022,3
4271,11/03/2022,3
4271,12/03/2022,3
4271,13/03/2022,3
4271,14/03/2022,3
4271,15/03/2022,3
4271,16/03/2022,3
4271,17/03/2022,3
4271,18/03/2022,3
4271,19/03/2022,3
4271,20/03/2022,3
4271,21/03/2022,3
4271,22/03/2022,3
4271,23/03/2022,3
4271,24/03/2022,3
4271,25/03/2022,3
4271,26/03/2022,3
4271,27/03/2022,3
4271,28/03/2022,3
4271,29/03/2022,3
4271,30/03/2022,3
4271,31/03/2022,3
4271,01/04/2022,3
4271,02/04/2022,3
4271,03/04/2022,3
4271,04/04/2022,3
4271,05/04/2022,3
4271,06/04/2022,3
4271,07/04/2022,3
4271,08/04/2022,3
4271,09/04/2022,3
4271,10/04/2022,3
4271,11/04/2022,3
4271,12/04/2022,3
4271,13/04/2022,3
4271,14/04/2022,3
4271,15/04/2022,3
4271,16/04/2022,3
4271,17/04/2022,3
4271,18/04/2022,3
4271,19/04/2022,3
4271,20/04/2022,3
4271,21/04/2022,3
4271,22/04/2022,3
4271,23/04/2022,3
4271,24/04/2022,3
4271,25/04/2022,3
4271,26/04/2022,3
4271,27/04/2022,3
4271,28/04/2022,3
4271,29/04/2022,3
4271,30/04/2022,3
4271,01/05/2022,3
4271,02/05/2022,3
4271,03/05/2022,3
4271,04/05/2022,3
4271,05/05/2022,3
4271,06/05/2022,3
4271,07/05/2022,3
4271,08/05/2022,3
4271,09/05/2022,3
4271,10/05/2022,3
4271,11/05/2022,3
4271,12/05/2022,3
4271,13/05/2022,3
4271,14/05/2022,3
4271,15/05/2022,3
4271,16/05/2022,3
4271,17/05/2022,3
4271,18/05/2022,3
4271,19/05/2022,3
4271,20/05/2022,3
4271,21/05/2022,3
4271,22/05/2022,3
4271,23/05/2022,3
4271,24/05/2022,3
4271,25/05/2022,3
4271,26/05/2022,3
4271,27/05/2022,3
4271,28/05/2022,3
4271,29/05/2022,3
4271,30/05/2022,3
4271,31/05/2022,3
4271,01/06/2022,3
4271,02/06/2022,3
4271,03/06/2022,3
4271,04/06/2022,3
4271,05/06/2022,3
4271,06/06/2022,3
4271,07/06/2022,3
4271,08/06/2022,3
4271,09/06/2022,3
4271,10/06/2022,3
4271,11/06/2022,3
4271,12/06/2022,3
4271,13/06/2022,3
4271,14/06/2022,3
4271,15/06/2022,3
4271,16/06/2022,3
4271,17/06/2022,3
4271,18/06/2022,3
4271,19/06/2022,3
4271,20/06/2022,3
4271,21/06/2022,3
4271,22/06/2022,3
4271,23/06/2022,3
4271,24/06/2022,3
4271,25/06/2022,3
4271,26/06/2022,3
4271,27/06/2022,3
4271,28/06/2022,3
4271,29/06/2022,3
4271,30/06/2022,3
4271,01/07/2022,3
4271,02/07/2022,3
4271,03/07/2022,3
4271,04/07/2022,3
4271,05/07/2022,3
4271,06/07/2022,3
4271,07/07/2022,3
4271,08/07/2022,3
4271,09/07/2022,3
4271,10/07/2022,3
4271,11/07/2022,3
4271,12/07/2022,3
4271,13/07/2022,3
4271,14/07/2022,3
4271,15/07/2022,3
4271,16/07/2022,3
4271,17/07/2022,3
4271,18/07/2022,3
4271,19/07/2022,3
3744,10/11/2021,1
3744,11/11/2021,1
3744,12/11/2021,1
3744,13/11/2021,1
3744,14/11/2021,1
3744,15/11/2021,1
3744,16/11/2021,1
3744,17/11/2021,1
3744,18/11/2021,1
3744,19/11/2021,1
3744,20/11/2021,1
3744,21/11/2021,1
3744,22/11/2021,1
3744,23/11/2021,1
3744,24/11/2021,1
3744,25/11/2021,1
3744,26/11/2021,1
3744,27/11/2021,1
3744,28/11/2021,1
3744,29/11/2021,1
3744,30/11/2021,1
3744,01/12/2021,1
3744,02/12/2021,1
3744,03/12/2021,1
3744,04/12/2021,1
3744,05/12/2021,1
3744,06/12/2021,1
3744,07/12/2021,1
3744,08/12/2021,1
3744,09/12/2021,1
3744,10/12/2021,1
3744,11/12/2021,1
3744,12/12/2021,1
3744,13/12/2021,1
3744,14/12/2021,1
3744,15/12/2021,1
3744,16/12/2021,1
3744,17/12/2021,1
3744,18/12/2021,1
3744,19/12/2021,1
3744,20/12/2021,1
3744,21/12/2021,1
3744,22/12/2021,1
3744,23/12/2021,1
3744,24/12/2021,1
3744,25/12/2021,1
3744,26/12/2021,1
3744,27/12/2021,1
3744,28/12/2021,1
3744,29/12/2021,1
3744,30/12/2021,1
3744,31/12/2021,1
3744,01/01/2022,1
3744,02/01/2022,1
3744,03/01/2022,1
3744,04/01/2022,1
3744,05/01/2022,1
3744,06/01/2022,1
3744,07/01/2022,1
3744,08/01/2022,1
3744,09/01/2022,1
3744,10/01/2022,1
3744,11/01/2022,1
3744,12/01/2022,1
3744,13/01/2022,1
3744,14/01/2022,1
3744,15/01/2022,1
3744,16/01/2022,1
3744,17/01/2022,1
3744,18/01/2022,1
3744,19/01/2022,1
3744,20/01/2022,1
3744,21/01/2022,1
3744,22/01/2022,1
3744,23/01/2022,1
3744,24/01/2022,1
3744,25/01/2022,1
3744,26/01/2022,1
3744,27/01/2022,1
3744,28/01/2022,1
3744,29/01/2022,1
3744,30/01/2022,1
3744,31/01/2022,1
3744,01/02/2022,1
3744,02/02/2022,1
3744,03/02/2022,1
3744,04/02/2022,1
3744,05/02/2022,1
3744,06/02/2022,1
3744,07/02/2022,1
3744,08/02/2022,1
3744,09/02/2022,1
3744,10/02/2022,1
3744,11/02/2022,1
3744,12/02/2022,1
3744,13/02/2022,1
3744,14/02/2022,1
3744,15/02/2022,1
3744,16/02/2022,1
3744,17/02/2022,1
3744,18/02/2022,1
3744,19/02/2022,1
3744,20/02/2022,1
3744,21/02/2022,1
3744,22/02/2022,1
3744,23/02/2022,1
3744,24/02/2022,1
3744,25/02/2022,1
3744,26/02/2022,1
3744,27/02/2022,1
3744,28/02/2022,1
3744,01/03/2022,1
3744,02/03/2022,1
3744,03/03/2022,1
3744,04/03/2022,1
3744,05/03/2022,1
3744,06/03/2022,1
3744,07/03/2022,1
3744,08/03/2022,1
3744,09/03/2022,1
3744,10/03/2022,1
3744,11/03/2022,1
3744,12/03/2022,1
3744,13/03/2022,1
3744,14/03/2022,1
3744,15/03/2022,1
3744,16/03/2022,1
3744,17/03/2022,1
3744,18/03/2022,1
3744,19/03/2022,1
3744,20/03/2022,1
3744,21/03/2022,1
3744,22/03/2022,1
3744,23/03/2022,1
3744,24/03/2022,1
3744,25/03/2022,1
3744,26/03/2022,1
3744,27/03/2022,1
3744,28/03/2022,1
3744,29/03/2022,1
3744,30/03/2022,1
3744,31/03/2022,1
3744,01/04/2022,1
3744,02/04/2022,1
3744,03/04/2022,1
3744,04/04/2022,1
3744,05/04/2022,1
3744,06/04/2022,1
3744,07/04/2022,1
3744,08/04/2022,1
3744,09/04/2022,1
3744,10/04/2022,1
3744,11/04/2022,1
3744,12/04/2022,1
3744,13/04/2022,1
3744,14/04/2022,1
3744,15/04/2022,1
3744,16/04/2022,1
3744,17/04/2022,1
3744,18/04/2022,1
3744,19/04/2022,1
3744,20/04/2022,1
3744,21/04/2022,1
3744,22/04/2022,1
3744,23/04/2022,1
3744,24/04/2022,1
3744,25/04/2022,1
3744,26/04/2022,1
3744,27/04/2022,1
3744,28/04/2022,1
3744,29/04/2022,1
3744,30/04/2022,1
3744,01/05/2022,1
3744,02/05/2022,1
3744,03/05/2022,1
3744,04/05/2022,1
3744,05/05/2022,1
3744,06/05/2022,1
3744,07/05/2022,1
3744,08/05/2022,1
3744,09/05/2022,1
3744,10/05/2022,1
3744,11/05/2022,1
3744,12/05/2022,1
3744,13/05/2022,1
3744,14/05/2022,1
